traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
一向,一向,yi1 xiang4],always (previously),a period of time in the recent past,,,,,,,,,,,,,,,,
一周,一周,yi1 zhou1],one week,all the way around,a whole cycle,,,,,,,,,,,,,,,
一味,一味,yi1 wei4],blindly,invariably,,,,,,,,,,,,,,,,
一呼百應,一呼百应,yi1 hu1 bai3 ying4],a hundred answers to a single call (idiom),to respond en masse,,,,,,,,,,,,,,,,
一呼百諾,一呼百诺,yi1 hu1 bai3 nuo4],one command brings a hundred responses (idiom); having hundreds of attendants at one's beck and call,,,,,,,,,,,,,,,,,
一命嗚呼,一命呜呼,yi1 ming4 wu1 hu1],to die (idiom),to breathe one's last,to give up the ghost,,,,,,,,,,,,,,,
一命歸天,一命归天,yi1 ming4 gui1 tian1],see 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1],,,,,,,,,,,,,,,,,
一命歸西,一命归西,yi1 ming4 gui1 xi1],see 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1],,,,,,,,,,,,,,,,,
一命歸陰,一命归阴,yi1 ming4 gui1 yin1],see 一命嗚呼|一命呜呼[yi1 ming4 wu1 hu1],,,,,,,,,,,,,,,,,
一品,一品,yi1 pin3],superb,first-rate,(of officials in imperial times) the highest rank,,,,,,,,,,,,,,,
一品紅,一品红,yi1 pin3 hong2],poinsettia (Euphorbia pulcherrima),,,,,,,,,,,,,,,,,
一品鍋,一品锅,yi1 pin3 guo1],chafing dish,,,,,,,,,,,,,,,,,
一哄而散,一哄而散,yi1 hong1 er2 san4],to disperse in confusion (idiom),,,,,,,,,,,,,,,,,
一哄而起,一哄而起,yi1 hong1 er2 qi3],(of a group of people) to rush into action,,,,,,,,,,,,,,,,,
一哭二鬧三上吊,一哭二闹三上吊,yi1 ku1 er4 nao4 san1 shang4 diao4],to make a terrible scene (idiom),to throw a tantrum,,,,,,,,,,,,,,,,
一唱一和,一唱一和,yi1 chang4 yi1 he4],to echo one another (idiom),,,,,,,,,,,,,,,,,
一唱三嘆,一唱三叹,yi1 chang4 san1 tan4],see 一倡三歎|一倡三叹[yi1 chang4 san1 tan4],,,,,,,,,,,,,,,,,
一問三不知,一问三不知,yi1 wen4 san1 bu4 zhi1],"lit. to reply ""don't know"" whatever the question (idiom)",fig. absolutely no idea of what's going on,complete ignorance,,,,,,,,,,,,,,,
一回事,一回事,yi1 hui2 shi4],one thing,the same as,,,,,,,,,,,,,,,,
一回生二回熟,一回生二回熟,yi1 hui2 sheng1 er4 hui2 shu2],unfamiliar at first but well accustomed soon enough (idiom),,,,,,,,,,,,,,,,,
一國兩制,一国两制,yi1 guo2 liang3 zhi4],one country two systems (PRC proposal regarding Hong Kong Macau and Taiwan),,,,,,,,,,,,,,,,,
一團亂糟,一团乱糟,yi1 tuan2 luan4 zao1],a chaotic mess,,,,,,,,,,,,,,,,,
一團和氣,一团和气,yi1 tuan2 he2 qi4],to keep on the right side of everyone (idiom),warm and affable,,,,,,,,,,,,,,,,
一團漆黑,一团漆黑,yi1 tuan2 qi1 hei1],pitch-black,(fig.) to be completely in the dark,,,,,,,,,,,,,,,,
一團火,一团火,yi1 tuan2 huo3],fireball,ball of fire,,,,,,,,,,,,,,,,
一團糟,一团糟,yi1 tuan2 zao1],chaos,bungle,complete mess,shambles,,,,,,,,,,,,,,
一堆,一堆,yi1 dui1],pile,,,,,,,,,,,,,,,,,
一場空,一场空,yi1 chang2 kong1],all one's hopes and efforts come to nothing,futile,,,,,,,,,,,,,,,,
一塊,一块,yi1 kuai4],one block,one piece,one (unit of money),together,in the same place,in company,,,,,,,,,,,,
一塊兒,一块儿,yi1 kuai4 r5],erhua variant of 一塊|一块[yi1 kuai4],,,,,,,,,,,,,,,,,
一塌糊塗,一塌糊涂,yi1 ta1 hu2 tu5],muddled and completely collapsing (idiom); in an awful condition,complete shambles,a total mess,,,,,,,,,,,,,,,
一塵不染,一尘不染,yi1 chen2 bu4 ran3],untainted by even a speck of dust (idiom); selfless and incorruptible,spotless,,,,,,,,,,,,,,,,
一壁,一壁,yi1 bi4],one side,at the same time,,,,,,,,,,,,,,,,
一壁廂,一壁厢,yi1 bi4 xiang1],see 一壁[yi1 bi4],,,,,,,,,,,,,,,,,
一夔已足,一夔已足,yi1 kui2 yi3 zu2],one talented person is enough for the job (idiom),,,,,,,,,,,,,,,,,
一夕數驚,一夕数惊,yi1 xi1 shu4 jing1],one scare after another (idiom),in a constant state of tension,,,,,,,,,,,,,,,,
一多對應,一多对应,yi1 duo1 dui4 ying4],one-to-many correspondence,,,,,,,,,,,,,,,,,
一夜情,一夜情,yi1 ye4 qing2],one night stand,,,,,,,,,,,,,,,,,
一夜爆紅,一夜爆红,yi1 ye4 bao4 hong2],to become popular overnight,,,,,,,,,,,,,,,,,
一夜露水,一夜露水,yi1 ye4 lu4 shui5],one-night stand,ephemeral,,,,,,,,,,,,,,,,
一大早,一大早,yi1 da4 zao3],at dawn,at first light,first thing in the morning,,,,,,,,,,,,,,,
一大早兒,一大早儿,yi1 da4 zao3 r5],erhua variant of 一大早[yi1 da4 zao3],,,,,,,,,,,,,,,,,
一天一個樣,一天一个样,yi1 tian1 yi1 ge5 yang4],to change from day to day,,,,,,,,,,,,,,,,,
一天到晚,一天到晚,yi1 tian1 dao4 wan3],all day long,the whole day,,,,,,,,,,,,,,,,
一夫一妻,一夫一妻,yi1 fu1 yi1 qi1],lit. one husband one wife,monogamy,,,,,,,,,,,,,,,,
一夫多妻,一夫多妻,yi1 fu1 duo1 qi1],polygamy,,,,,,,,,,,,,,,,,
一夫當關，萬夫莫開,一夫当关，万夫莫开,yi1 fu1 dang1 guan1 wan4 fu1 mo4 kai1],one man can hold the pass against ten thousand enemies (idiom),,,,,,,,,,,,,,,,,
一失足成千古恨,一失足成千古恨,yi1 shi1 zu2 cheng2 qian1 gu3 hen4],a single slip may cause everlasting sorrow (idiom),,,,,,,,,,,,,,,,,
一套,一套,yi1 tao4],suit,a set,a collection,of the same kind,the same old stuff,set pattern of behavior,,,,,,,,,,,,
一如,一如,yi1 ru2],to be just like,,,,,,,,,,,,,,,,,
一如所料,一如所料,yi1 ru2 suo3 liao4],as expected,,,,,,,,,,,,,,,,,
一如既往,一如既往,yi1 ru2 ji4 wang3],just as in the past (idiom); as before,continuing as always,,,,,,,,,,,,,,,,
一妻制,一妻制,yi1 qi1 zhi4],monogamy,,,,,,,,,,,,,,,,,
一孔之見,一孔之见,yi1 kong3 zhi1 jian4],partial view,limited outlook,,,,,,,,,,,,,,,,
一字,一字,yi1 zi4],in a row,in a line,,,,,,,,,,,,,,,,
一字一淚,一字一泪,yi1 zi4 yi1 lei4],each word is a teardrop (idiom),,,,,,,,,,,,,,,,,
一字不差,一字不差,yi1 zi4 bu4 cha1],word for word,verbatim,,,,,,,,,,,,,,,,
一字不提,一字不提,yi1 zi4 bu4 ti2],to not mention a single word (about sth) (idiom),,,,,,,,,,,,,,,,,
一字不漏,一字不漏,yi1 zi4 bu4 lou4],without missing a word,,,,,,,,,,,,,,,,,
一字不落,一字不落,yi1 zi4 bu4 la4],see 一字不漏[yi1 zi4 bu4 lou4],,,,,,,,,,,,,,,,,
一字不識,一字不识,yi1 zi4 bu4 shi2],totally illiterate,,,,,,,,,,,,,,,,,
一字之師,一字之师,yi1 zi4 zhi1 shi1],one who can correct a misread or misspelt character and thus be your master,,,,,,,,,,,,,,,,,
一字千金,一字千金,yi1 zi4 qian1 jin1],one word worth a thousand in gold (idiom),(in praise of a piece of writing or calligraphy) each character is perfect,each word is highly valued,,,,,,,,,,,,,,,
一字巾,一字巾,yi1 zi4 jin1],headband,strip of cloth worn around the head,,,,,,,,,,,,,,,,
一字褒貶,一字褒贬,yi1 zi4 bao1 bian3],dispensing praise or blame with a single word (idiom),concise and powerful style,,,,,,,,,,,,,,,,
一定,一定,yi1 ding4],surely,certainly,necessarily,fixed,a certain (extent etc),given,particular,must,,,,,,,,,,
一定要,一定要,yi1 ding4 yao4],must,,,,,,,,,,,,,,,,,
一家,一家,yi1 jia1],the whole family,the same family,the family ... (when preceded by a family name),group,,,,,,,,,,,,,,
一家之主,一家之主,yi1 jia1 zhi1 zhu3],master of the house,family head,,,,,,,,,,,,,,,,
一家人,一家人,yi1 jia1 ren2],household,the whole family,,,,,,,,,,,,,,,,
一家子,一家子,yi1 jia1 zi5],the whole family,,,,,,,,,,,,,,,,,
一審,一审,yi1 shen3],first instance (law),,,,,,,,,,,,,,,,,
一寸光陰一寸金,一寸光阴一寸金,yi1 cun4 guang1 yin1 yi1 cun4 jin1],lit. An interval of time is worth an ounce of gold. (idiom),fig. free time is to be treasured,,,,,,,,,,,,,,,,
一寸光陰一寸金，寸金難買寸光陰,一寸光阴一寸金，寸金难买寸光阴,yi1 cun4 guang1 yin1 yi1 cun4 jin1 cun4 jin1 nan2 mai3 cun4 guang1 yin1],lit. An interval of time is worth an ounce of gold money cannot buy you time. (idiom),fig. Time is precious and must be treasured.,,,,,,,,,,,,,,,,
一對,一对,yi1 dui4],couple,pair,,,,,,,,,,,,,,,,
一對一鬥牛,一对一斗牛,yi1 dui4 yi1 dou4 niu2],one-on-one basketball game,,,,,,,,,,,,,,,,,
一對兒,一对儿,yi1 dui4 r5],a pair,a couple,,,,,,,,,,,,,,,,
一小撮,一小撮,yi1 xiao3 cuo1],handful (of),,,,,,,,,,,,,,,,,
一小部分,一小部分,yi1 xiao3 bu4 fen4],a small part,a small section,,,,,,,,,,,,,,,,
一小陣兒,一小阵儿,yi1 xiao3 zhen4 r5],very brief period of time,,,,,,,,,,,,,,,,,
一展身手,一展身手,yi1 zhan3 shen1 shou3],to showcase one's (unique) talents,to display one's (individual) prowess,,,,,,,,,,,,,,,,
一層,一层,yi1 ceng2],layer,,,,,,,,,,,,,,,,,
一帆風順,一帆风顺,yi1 fan1 feng1 shun4],propitious wind throughout the journey (idiom),plain sailing,to go smoothly,have a nice trip!,,,,,,,,,,,,,,
一席之地,一席之地,yi1 xi2 zhi1 di4],(acknowledged) place,a role to play,niche,,,,,,,,,,,,,,,
一席話,一席话,yi1 xi2 hua4],the content of a conversation,words,remarks,,,,,,,,,,,,,,,
一帶,一带,yi1 dai4],region,district,,,,,,,,,,,,,,,,
一帶而過,一带而过,yi1 dai4 er2 guo4],to skate around,to skip over,to skimp,,,,,,,,,,,,,,,
一年之計在於春,一年之计在于春,yi1 nian2 zhi1 ji4 zai4 yu2 chun1],the whole year must be planned for in the spring (idiom),early planning is the key to success,,,,,,,,,,,,,,,,
一年到頭,一年到头,yi1 nian2 dao4 tou2],all year round,,,,,,,,,,,,,,,,,
一年半,一年半,yi1 nian2 ban4],a year and a half,,,,,,,,,,,,,,,,,
一年半載,一年半载,yi1 nian2 ban4 zai3],about a year,,,,,,,,,,,,,,,,,
一年四季,一年四季,yi1 nian2 si4 ji4],all year round,,,,,,,,,,,,,,,,,
一年多,一年多,yi1 nian2 duo1],more than a year,,,,,,,,,,,,,,,,,
一年期,一年期,yi1 nian2 qi1],one year period (in a contract or budget),,,,,,,,,,,,,,,,,
一年生,一年生,yi1 nian2 sheng1],annual (botany),,,,,,,,,,,,,,,,,
一年被蛇咬十年怕井繩,一年被蛇咬十年怕井绳,yi1 nian2 bei4 she2 yao3 shi2 nian2 pa4 jing3 sheng2],bitten by a snake in one year fears the well rope for ten years (idiom); once bitten twice shy,,,,,,,,,,,,,,,,,
一度,一度,yi1 du4],for a time,at one time,one time,once,,,,,,,,,,,,,,
一廂情願,一厢情愿,yi1 xiang1 qing2 yuan4],one's own wishful thinking,,,,,,,,,,,,,,,,,
一式二份,一式二份,yi1 shi4 er2 fen4],in duplicate,,,,,,,,,,,,,,,,,
一彈指頃,一弹指顷,yi1 tan2 zhi3 qing3],a snap of the fingers (idiom); in a flash,in the twinkling of an eye,,,,,,,,,,,,,,,,
一往情深,一往情深,yi1 wang3 qing2 shen1],deeply attached,devoted,,,,,,,,,,,,,,,,
一往無前,一往无前,yi1 wang3 wu2 qian2],to advance courageously (idiom),to press forward,,,,,,,,,,,,,,,,
一往直前,一往直前,yi1 wang3 zhi2 qian2],see 一往無前|一往无前[yi1 wang3 wu2 qian2],,,,,,,,,,,,,,,,,
一律,一律,yi1 lu:4],same,uniformly,all,without exception,,,,,,,,,,,,,,
一徑,一径,yi1 jing4],directly,straightaway,straight,,,,,,,,,,,,,,,
一心,一心,yi1 xin1],wholeheartedly,heart and soul,,,,,,,,,,,,,,,,
一心一德,一心一德,yi1 xin1 yi1 de2],of one heart and one mind (idiom),,,,,,,,,,,,,,,,,
一心一意,一心一意,yi1 xin1 yi1 yi4],concentrating one's thoughts and efforts,single-minded,bent on,intently,,,,,,,,,,,,,,
一心二用,一心二用,yi1 xin1 er4 yong4],to do two things at once (idiom),to multitask,to divide one's attention,,,,,,,,,,,,,,,
一念之差,一念之差,yi1 nian4 zhi1 cha1],momentary slip,false step,ill-considered action,,,,,,,,,,,,,,,
一意,一意,yi1 yi4],focus,with complete devotion,stubbornly,,,,,,,,,,,,,,,
一意孤行,一意孤行,yi1 yi4 gu1 xing2],obstinately clinging to one's course (idiom),willful,one's own way,dogmatic,,,,,,,,,,,,,,
一應,一应,yi1 ying1],all,every,,,,,,,,,,,,,,,,
一應俱全,一应俱全,yi1 ying1 ju4 quan2],with everything needed available,,,,,,,,,,,,,,,,,
一成不變,一成不变,yi1 cheng2 bu4 bian4],nothing much changes (idiom); always the same,stuck in a rut,,,,,,,,,,,,,,,,
一房一廳,一房一厅,yi1 fang2 yi1 ting1],one bedroom and one living room,,,,,,,,,,,,,,,,,
一手,一手,yi1 shou3],a skill,mastery of a trade,by oneself,without outside help,,,,,,,,,,,,,,
一手交錢，一手交貨,一手交钱，一手交货,yi1 shou3 jiao1 qian2 yi1 shou3 jiao1 huo4],lit. one hand exchanges the cash the other the goods (idiom),fig. to pay for what you want in cash,simple and direct transaction,,,,,,,,,,,,,,,
一手包辦,一手包办,yi1 shou3 bao1 ban4],to take care of a matter all by oneself,to run the whole show,,,,,,,,,,,,,,,,
一手遮天,一手遮天,yi1 shou3 zhe1 tian1],lit. to hide the sky with one hand,to hide the truth from the masses,,,,,,,,,,,,,,,,
一打,一打,yi1 da2],dozen,,,,,,,,,,,,,,,,,
一技之長,一技之长,yi1 ji4 zhi1 chang2],proficiency in a particular field (idiom),skill in a specialized area (idiom),,,,,,,,,,,,,,,,
一把好手,一把好手,yi1 ba3 hao3 shou3],expert,dab hand,,,,,,,,,,,,,,,,
一把屎一把尿,一把屎一把尿,yi1 ba3 shi3 yi1 ba3 niao4],to have endured all sorts of hardships (to raise one's children) (idiom),,,,,,,,,,,,,,,,,
一把手,一把手,yi1 ba3 shou3],working hand,member of a work team,participant,,,,,,,,,,,,,,,
一把抓,一把抓,yi1 ba3 zhua1],to attempt all tasks at once,to manage every detail regardless of its importance,,,,,,,,,,,,,,,,
一把死拿,一把死拿,yi1 ba3 si3 na2],stubborn,inflexible,,,,,,,,,,,,,,,,
一把眼淚一把鼻涕,一把眼泪一把鼻涕,yi1 ba3 yan3 lei4 yi1 ba3 bi2 ti4],with one's face covered in tears (idiom),,,,,,,,,,,,,,,,,
一把鑰匙開一把鎖,一把钥匙开一把锁,yi1 ba3 yao4 shi5 kai1 yi1 ba3 suo3],One key opens one lock.,There is a different solution for each problem. (idiom),,,,,,,,,,,,,,,,
一抓一大把,一抓一大把,yi1 zhua1 yi1 da4 ba3],a dime a dozen,a great deal of,,,,,,,,,,,,,,,,
一折兩段,一折两段,yi1 zhe2 liang3 duan4],to split sth into two (idiom),,,,,,,,,,,,,,,,,
一抿子,一抿子,yi1 min3 zi5],a little bit,,,,,,,,,,,,,,,,,
一拍兩散,一拍两散,yi1 pai1 liang3 san4],(of marriage or business partners) to break up (idiom),to separate,,,,,,,,,,,,,,,,
一拍即合,一拍即合,yi1 pai1 ji2 he2],lit. to be together from the first beat (idiom),to hit it off,to click together,to chime in easily,,,,,,,,,,,,,,
一掃而光,一扫而光,yi1 sao3 er2 guang1],to clear off,to make a clean sweep of,,,,,,,,,,,,,,,,
一掃而空,一扫而空,yi1 sao3 er2 kong1],to sweep clean,to clean out,,,,,,,,,,,,,,,,
一排,一排,yi1 pai2],row,,,,,,,,,,,,,,,,,
一探究竟,一探究竟,yi1 tan4 jiu1 jing4],to check out,to investigate,,,,,,,,,,,,,,,,
一掬同情之淚,一掬同情之泪,yi1 ju1 tong2 qing2 zhi1 lei4],to shed tears of sympathy (idiom),,,,,,,,,,,,,,,,,
一揮而就,一挥而就,yi1 hui1 er2 jiu4],to finish (a letter a painting) at a stroke,,,,,,,,,,,,,,,,,
一撥兒,一拨儿,yi1 bo1 r5],group of people,,,,,,,,,,,,,,,,,
一擁而上,一拥而上,yi1 yong1 er2 shang4],to swarm around,flocking (to see),,,,,,,,,,,,,,,,
一擁而入,一拥而入,yi1 yong1 er2 ru4],to swarm in (of people etc) (idiom),,,,,,,,,,,,,,,,,
一擊入洞,一击入洞,yi1 ji1 ru4 dong4],hole in one (golf),,,,,,,,,,,,,,,,,
一擲千金,一掷千金,yi1 zhi4 qian1 jin1],lit. stake a thousand pieces of gold on one throw (idiom); to throw away money recklessly,extravagant,,,,,,,,,,,,,,,,
一攬子,一揽子,yi1 lan3 zi5],all-inclusive,undiscriminating,,,,,,,,,,,,,,,,
一改故轍,一改故辙,yi1 gai3 gu4 zhe2],complete change from the old rut (idiom); dramatic change of direction,a volte-face,to change old practices,,,,,,,,,,,,,,,
一敗塗地,一败涂地,yi1 bai4 tu2 di4],failed and wiped over the floor (idiom); to fail utterly,a crushing defeat,beaten and in a hopeless position,,,,,,,,,,,,,,,
一文不值,一文不值,yi1 wen2 bu4 zhi2],worthless (idiom),no use whatsoever,,,,,,,,,,,,,,,,
一文不名,一文不名,yi1 wen2 bu4 ming2],to be penniless,,,,,,,,,,,,,,,,,
一斑,一斑,yi1 ban1],lit. one spot (on the leopard),fig. one small item in a big scheme,,,,,,,,,,,,,,,,
一方,一方,yi1 fang1],a party (in a contract or legal case),one side,area,region,,,,,,,,,,,,,,
一方面,一方面,yi1 fang1 mian4],on the one hand,,,,,,,,,,,,,,,,,
一旁,一旁,yi1 pang2],aside,to the side of,,,,,,,,,,,,,,,,
一族,一族,yi1 zu2],social group,subculture,family,clan,see also 族[zu2],,,,,,,,,,,,,
一日三秋,一日三秋,yi1 ri4 san1 qiu1],a single day apart seems like three seasons (idiom),,,,,,,,,,,,,,,,,
一日三餐,一日三餐,yi1 ri4 san1 can1],to have three meals a day,,,,,,,,,,,,,,,,,
一日不見，如隔三秋,一日不见，如隔三秋,yi1 ri4 bu4 jian4 ru2 ge2 san1 qiu1],one day apart seems like three years (idiom),,,,,,,,,,,,,,,,,
一日之計在於晨,一日之计在于晨,yi1 ri4 zhi1 ji4 zai4 yu2 chen2],make your day's plan early in the morning (idiom),early morning is the golden time of the day,,,,,,,,,,,,,,,,
一日之雅,一日之雅,yi1 ri4 zhi1 ya3],lit. friends for a day (idiom),fig. casual acquaintance,,,,,,,,,,,,,,,,
一日千里,一日千里,yi1 ri4 qian1 li3],lit. one day a thousand miles (idiom); rapid progress,,,,,,,,,,,,,,,,,
一日為師，終身為父,一日为师，终身为父,yi1 ri4 wei2 shi1 zhong1 shen1 wei2 fu4],lit. teacher for one day father for ever (idiom),,,,,,,,,,,,,,,,,
一旦,一旦,yi1 dan4],in case (sth happens),if,once (sth happens then...),when,in a short time,in one day,,,,,,,,,,,,
一早,一早,yi1 zao3],early in the morning,at dawn,,,,,,,,,,,,,,,,
一星半點,一星半点,yi1 xing1 ban4 dian3],just the tiniest bit,a hint of,,,,,,,,,,,,,,,,
一是一，二是二,一是一，二是二,yi1 shi4 yi1 er4 shi4 er4],lit. one is one two is two (idiom),fig. things are (or ought to be) perfectly clear-cut,unequivocal,,,,,,,,,,,,,,,
一時,一时,yi1 shi2],a period of time,a while,for a short while,temporary,momentary,at the same time,,,,,,,,,,,,
一時半刻,一时半刻,yi1 shi2 ban4 ke4],a short time,a little while,,,,,,,,,,,,,,,,
一時半晌,一时半晌,yi1 shi2 ban4 shang3],a short time,a little while,,,,,,,,,,,,,,,,
一時半會,一时半会,yi1 shi2 ban4 hui4],a short time,a little while,,,,,,,,,,,,,,,,
一時半會兒,一时半会儿,yi1 shi2 ban4 hui4 r5],a short time,a little while,,,,,,,,,,,,,,,,
一時半霎,一时半霎,yi1 shi2 ban4 sha4],a short time,a little while,,,,,,,,,,,,,,,,
一時瑜亮,一时瑜亮,yi1 shi2 Yu2 Liang4],two remarkable persons living at the same period (as 周瑜[Zhou1 Yu2] and 諸葛亮|诸葛亮[Zhu1 ge3 Liang4]),,,,,,,,,,,,,,,,,
一時間,一时间,yi1 shi2 jian1],for a moment,momentarily,,,,,,,,,,,,,,,,
一晃,一晃,yi1 huang3],(of passing time) in an instant,(of a sight) in a flash,,,,,,,,,,,,,,,,
一暴十寒,一暴十寒,yi1 pu4 shi2 han2],one day's sun ten days' frost (idiom from Mencius); fig. to work for a bit then skimp,sporadic effort,short attention span,,,,,,,,,,,,,,,
一曝十寒,一曝十寒,yi1 pu4 shi2 han2],one day's sun ten days' frost (idiom from Mencius); fig. to work for a bit then skimp,sporadic effort,lack of sticking power,short attention span,,,,,,,,,,,,,,
一更,一更,yi1 geng1],first of the five night watch periods 19:00-21:00 (old),,,,,,,,,,,,,,,,,
一會,一会,yi1 hui4],a moment,a while,in a moment,also pr. [yi1 hui3],,,,,,,,,,,,,,
一會兒,一会儿,yi1 hui4 r5],a moment,a while,in a moment,now...now...,also pr. [yi1 hui3 r5],,,,,,,,,,,,,
一月,一月,Yi1 yue4],January,first month (of the lunar year),,,,,,,,,,,,,,,,
一月份,一月份,yi1 yue4 fen4],January,,,,,,,,,,,,,,,,,
一望無垠,一望无垠,yi1 wang4 wu2 yin2],to stretch as far as the eye can see (idiom),,,,,,,,,,,,,,,,,
一望無際,一望无际,yi1 wang4 wu2 ji4],as far as the eye can see (idiom),,,,,,,,,,,,,,,,,
一望而知,一望而知,yi1 wang4 er2 zhi1],to be evident at a glance (idiom),,,,,,,,,,,,,,,,,
一朝一夕,一朝一夕,yi1 zhao1 yi1 xi1],lit. one morning and one evening (idiom),fig. in a short period of time,overnight,,,,,,,,,,,,,,,
一朝被蛇咬，十年怕井繩,一朝被蛇咬，十年怕井绳,yi1 zhao1 bei4 she2 yao3 shi2 nian2 pa4 jing3 sheng2],once bitten by a snake ten years in fear of a well rope,once bitten twice shy (idiom),,,,,,,,,,,,,,,,
一木難支,一木难支,yi1 mu4 nan2 zhi1],lit. a single post cannot prop up a falling house (idiom),fig. one is helpless alone,,,,,,,,,,,,,,,,
一本正經,一本正经,yi1 ben3 zheng4 jing1],in deadly earnest,deadpan,,,,,,,,,,,,,,,,
一本萬利,一本万利,yi1 ben3 wan4 li4],small capital huge profit (idiom); to put in a little and get a lot out,,,,,,,,,,,,,,,,,
一杯羹,一杯羹,yi1 bei1 geng1],lit. a cup of soup,fig. to get part of the profits,one's share of the action,,,,,,,,,,,,,,,
一東一西,一东一西,yi1 dong1 yi1 xi1],far apart,,,,,,,,,,,,,,,,,
一板一眼,一板一眼,yi1 ban3 yi1 yan3],lit. one strong beat and one weak beats in a measure of music (two beats in the bar) (idiom); fig. follow a prescribed pattern to the letter,scrupulous attention to detail,,,,,,,,,,,,,,,,
一板三眼,一板三眼,yi1 ban3 san1 yan3],lit. one strong beat and three weak beats in a measure of music (four beats in the bar) (idiom); fig. scrupulous attention to detail,,,,,,,,,,,,,,,,,
一枝獨秀,一枝独秀,yi1 zhi1 du2 xiu4],lit. only one branch of the tree is thriving (idiom),fig. to be in a league of one's own,outstanding,,,,,,,,,,,,,,,
一柱擎天,一柱擎天,yi1 zhu4 qing2 tian1],lit. to support the sky as a single pillar (idiom),fig. to take a crucial responsibility upon one's shoulders,,,,,,,,,,,,,,,,
一根筋,一根筋,yi1 gen1 jin1],stubborn,inflexible,one-track minded,,,,,,,,,,,,,,,
一根繩上的螞蚱,一根绳上的蚂蚱,yi1 gen1 sheng2 shang4 de5 ma4 zha5],see 一條繩上的螞蚱|一条绳上的蚂蚱[yi1 tiao2 sheng2 shang4 de5 ma4 zha5],,,,,,,,,,,,,,,,,
一桿進洞,一杆进洞,yi1 gan1 jin4 dong4],(golf) hole in one,,,,,,,,,,,,,,,,,
一條心,一条心,yi1 tiao2 xin1],to be of one mind,to think or act alike,,,,,,,,,,,,,,,,
一條繩上的螞蚱,一条绳上的蚂蚱,yi1 tiao2 sheng2 shang4 de5 ma4 zha5],lit. like locusts tied to one rope (idiom),fig. in the same boat,in it together for better or worse,to sink or swim together,,,,,,,,,,,,,,
一條道走到黑,一条道走到黑,yi1 tiao2 dao4 zou3 dao4 hei1],to stick to one's ways,to cling to one's course,,,,,,,,,,,,,,,,
一條龍,一条龙,yi1 tiao2 long2],lit. one dragon,integrated chain,coordinated process,,,,,,,,,,,,,,,
一條龍服務,一条龙服务,yi1 tiao2 long2 fu2 wu4],one-stop service,,,,,,,,,,,,,,,,,
一概,一概,yi1 gai4],all,without any exceptions,categorically,,,,,,,,,,,,,,,
